Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Amount,Actual_Label
-6.13160638907237,7.113329411175427,8.300534304386815,1.5243425580274086,-0.48830166263193514,-3.540493867118836,-7.854241937920708,2.1929071639931594,1.574969994237908,0.36125820396225455,1.2069574835334878,0.5237531344757183,0.47738331860199623,-1.2538313018062042,2.899904888535954,2.5755822210117714,-0.15598735502476999,2.4994950659607706,0.4058827517856127,4.96392406810843,0.8131067701982069,6.1367468298163885,3.1051853655547434,-0.10636933895921867,0.033595767150109056,-0.6681568320883967,-2.8656578095787073,-1.1751291350221398,4.5497262669640195,7.191782800923203,22311.82591090679,0
-4.234702164120141,1.2581097230104987,2.622991005929203,-0.8424718270932305,-0.592865484761812,0.5391572707040388,-0.6433830705178321,3.634051214206882,-0.8777127956186469,-0.6946364218399159,5.5968587686057125,1.6539000156685748,0.7096801560889849,-0.3733788678689174,-2.9327541095985494,6.791238331597263,-0.36104523013870415,4.840815154907787,-1.8411581797602001,1.0166131825861449,-1.0818675015412218,-1.8930147522895067,-1.5641987734782177,-2.1076690856104863,-1.9032960608481757,-1.1692531633281433,1.2052826605206772,-1.356310012169383,2.041060811028782,2.884883223354285,13391.67578367994,0
5.444188950347821,-0.44221809086232033,1.8951877404342525,-0.7482224369631737,-1.0469576557808078,2.2752597041385068,-7.015154882792645,-8.097679187965781,-0.9652200414696842,-0.33942241842395543,-14.132804491304613,-1.2839361488883663,0.5980186918479476,-0.5228322477205934,-3.8048085502077797,-0.30766763494338656,0.30785331215063527,4.630645220559137,2.2347780508535147,3.996612781063205,-3.040037136906993,5.236026201613112,-2.5950299329478366,0.6172873121239383,1.4747764811000614,0.41376915888406696,-4.134656224018109,0.15634293131233365,-1.0266417406634347,-16.69282994432014,34916.05763534651,1
2.1278100802164293,-2.271896506836449,0.03061077912406618,0.9713432804555588,-1.05904320265199,-2.759294731432674,-1.4792522544833813,0.28518963595985364,1.2971869145352077,-0.034170486085752544,-1.7474222659697547,0.5743289228233719,0.6133113687428305,0.17144334166206554,-0.28088154535050136,-1.4745241900741928,0.2065108359337978,-1.5236319075295475,-2.042749061169861,-2.2025358850636088,2.762231928146279,1.022452951720223,1.434042818360576,-1.15960594563203,-0.6608534218349571,-0.04376269610710007,-0.8749099700536058,0.5988692349223073,3.6527446386365496,2.619355983766994,639.0288315324801,0
4.146010117450443,1.1465342673314378,1.0563033414221052,0.912290504657048,-0.6506866318539986,-5.223886726880496,3.3255997518044684,0.7259864412577085,-0.005767462705199761,-0.2775869476019646,-1.0611101501809743,-4.798258581987833,-1.4406190192636465,0.1269095215203604,3.2001634498088176,5.145000497415596,-0.4424436454769107,7.011555051119732,-7.228259728499514,3.9780407608535913,-3.0856023193877786,-2.971919888647852,0.4410188841320697,-0.18868244188285316,0.3691737724311527,0.23979985126533793,0.1565531672040219,0.08245625428428643,-1.01008180442988,1.6243505526620827,33010.40333355122,0
0.7457013037525517,-2.053231632731158,-0.9404454568656349,-0.7927441218372134,-0.8077920347482499,0.0713347355871432,4.065168693412792,-0.7525870715846118,-0.323911944130747,0.06960984809805684,-11.309811532134832,-1.492059840929748,1.9157368351097244,2.0369325117342227,0.0306696683237504,-0.6730617255193754,1.2926354888977183,2.264943774551911,-2.5546100980140567,4.055771032197527,-5.566460501964077,1.8476933346330089,-2.8927034251696897,-0.5136523829717552,1.4681614694598644,1.0661351651993691,-2.597487103016385,2.443887965654689,-0.5386045947300362,-6.135198829021037,16676.592231180388,0
0.759983152015677,0.3769503948601398,0.2542157487014287,0.26345932113591986,-0.22445155861863014,-3.0146093147560564,-1.29613308924899,0.48662341795813335,-1.2658303258445884,-1.472163748704849,1.6650956651056341,2.2941409491901257,0.752458156799095,-1.3310306198017696,-0.2783130542611303,3.333533590866709,0.0674706676647141,-1.678476043992812,0.5617641634325781,-0.21177874250732576,4.006251223803384,1.8023613955170568,0.043785753849696185,1.375740899977728,-1.3192759810664882,0.7841524861434985,0.3295873167784429,-0.11652724301340804,0.6444378163640128,1.820255240837683,7065.6853671734,0
5.196851167625503,-3.136943784140452,2.702265791547637,-0.7875842097334972,0.8373917552848807,-0.9022559869516427,4.1558939337860625,-1.8229877884490728,-0.405271039660743,-0.49882061034624847,-5.144007001673631,1.923060963788597,1.8321083692211615,-5.275102583719088,-0.9898258882966526,11.85370929019366,0.902145336197945,-2.8308904057670987,-1.0536088405332,-0.8690701091194442,2.188439778640954,5.007298865556245,-3.678468700780049,-0.19905372829706341,-0.742049359276246,-0.5437696747686109,1.6875772958042137,0.38206908155077046,-1.6402755309488959,-7.850650881864545,956.4228071399516,0
2.9166218122702903,-0.8639896969349883,2.7340323836081395,-0.700652784101994,-0.3108051518687056,1.7485622161701655,7.6198417221032235,-2.9628167335041034,0.4236826163201743,-0.5065158161138352,-4.113922523382068,3.3421990955800522,-0.7336510645438789,-1.6348893897315198,0.2521506693533184,5.53772441220165,0.9460271306829272,-1.0233220048090388,-1.6459517262545857,2.481746159409614,2.2887880169939745,3.42572178049899,-4.429913022542972,0.9527889535968496,-0.1833789753642019,0.518269580968841,1.9270680227154542,0.14408668667155763,1.5505897656761993,-0.3502236836681129,93399.29366872784,0
4.755183139124568,-0.3307687199195446,-0.12438213079748328,-0.6724416833766901,-0.34987630806003645,-0.656776626943216,4.384964509634687,-5.447291060443381,-0.3319995769751611,0.054976941094028724,7.892103301271607,-0.6576780661142679,0.1752160575418759,-0.6259367161915999,1.0416063370020325,6.777590148227869,1.2767710080561994,1.5790726326004485,-1.0795330482552654,-3.432131523713661,1.422991470997725,-4.197540414854157,-5.44809968501325,-1.7341626410205901,-0.6906008350569001,0.05683410469174804,1.133173273998474,0.2814706528549192,-3.7206079107417196,-7.183624278950789,136.98269820339974,0
